# Use 15 iterations and 66.3873s to generate a full prefix circuitThe following are some prefix circuits under level bound 6 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
1: connectedNodes=(None, None), range=[1:1], left_bound=1, right_bound=1, level=1.
2: connectedNodes=(None, None), range=[2:2], left_bound=2, right_bound=2, level=1.
3: connectedNodes=(None, None), range=[3:3], left_bound=3, right_bound=3, level=1.
4: connectedNodes=(None, None), range=[4:4], left_bound=4, right_bound=4, level=1.
5: connectedNodes=(None, None), range=[5:5], left_bound=5, right_bound=5, level=1.
6: connectedNodes=(None, None), range=[6:6], left_bound=6, right_bound=6, level=1.
7: connectedNodes=(None, None), range=[7:7], left_bound=7, right_bound=7, level=1.
8: connectedNodes=(None, None), range=[8:8], left_bound=8, right_bound=8, level=1.
9: connectedNodes=(None, None), range=[9:9], left_bound=9, right_bound=9, level=1.
10: connectedNodes=(None, None), range=[10:10], left_bound=10, right_bound=10, level=1.
11: connectedNodes=(None, None), range=[11:11], left_bound=11, right_bound=11, level=1.
12: connectedNodes=(None, None), range=[12:12], left_bound=12, right_bound=12, level=1.
13: connectedNodes=(None, None), range=[13:13], left_bound=13, right_bound=13, level=1.
14: connectedNodes=(None, None), range=[14:14], left_bound=14, right_bound=14, level=1.
15: connectedNodes=(None, None), range=[15:15], left_bound=15, right_bound=15, level=1.
16: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
17: connectedNodes=(16, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
18: connectedNodes=(17, 3), range=[0:3], left_bound=0, right_bound=3, level=4.
19: connectedNodes=(18, 4), range=[0:4], left_bound=0, right_bound=4, level=5.
20: connectedNodes=(19, 5), range=[0:5], left_bound=0, right_bound=5, level=6.
21: connectedNodes=(3, 4), range=[3:4], left_bound=3, right_bound=4, level=2.
22: connectedNodes=(5, 6), range=[5:6], left_bound=5, right_bound=6, level=2.
23: connectedNodes=(7, 8), range=[7:8], left_bound=7, right_bound=8, level=2.
24: connectedNodes=(19, 22), range=[0:6], left_bound=0, right_bound=6, level=6.
25: connectedNodes=(21, 22), range=[3:6], left_bound=3, right_bound=6, level=3.
26: connectedNodes=(23, 9), range=[7:9], left_bound=7, right_bound=9, level=3.
27: connectedNodes=(2, 25), range=[2:6], left_bound=2, right_bound=6, level=4.
28: connectedNodes=(25, 26), range=[3:9], left_bound=3, right_bound=9, level=4.
29: connectedNodes=(17, 28), range=[0:9], left_bound=0, right_bound=9, level=5.
30: connectedNodes=(29, 10), range=[0:10], left_bound=0, right_bound=10, level=6.
31: connectedNodes=(27, 7), range=[2:7], left_bound=2, right_bound=7, level=5.
32: connectedNodes=(16, 31), range=[0:7], left_bound=0, right_bound=7, level=6.
33: connectedNodes=(25, 23), range=[3:8], left_bound=3, right_bound=8, level=4.
34: connectedNodes=(17, 33), range=[0:8], left_bound=0, right_bound=8, level=5.
35: connectedNodes=(9, 39), range=[9:11], left_bound=9, right_bound=11, level=3.
36: connectedNodes=(12, 13), range=[12:13], left_bound=12, right_bound=13, level=2.
37: connectedNodes=(34, 35), range=[0:11], left_bound=0, right_bound=11, level=6.
38: connectedNodes=(35, 12), range=[9:12], left_bound=9, right_bound=12, level=4.
39: connectedNodes=(10, 11), range=[10:11], left_bound=10, right_bound=11, level=2.
40: connectedNodes=(34, 38), range=[0:12], left_bound=0, right_bound=12, level=6.
41: connectedNodes=(39, 36), range=[10:13], left_bound=10, right_bound=13, level=3.
42: connectedNodes=(29, 41), range=[0:13], left_bound=0, right_bound=13, level=6.
43: connectedNodes=(41, 14), range=[10:14], left_bound=10, right_bound=14, level=4.
44: connectedNodes=(29, 43), range=[0:14], left_bound=0, right_bound=14, level=6.
45: connectedNodes=(43, 15), range=[10:15], left_bound=10, right_bound=15, level=5.
46: connectedNodes=(29, 45), range=[0:15], left_bound=0, right_bound=15, level=6.
area:
47
