# Use 33 iterations and 104.0985s to generate a full prefix circuitThe following are some prefix circuits under level bound 6 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
1: connectedNodes=(None, None), range=[1:1], left_bound=1, right_bound=1, level=1.
2: connectedNodes=(None, None), range=[2:2], left_bound=2, right_bound=2, level=1.
3: connectedNodes=(None, None), range=[3:3], left_bound=3, right_bound=3, level=1.
4: connectedNodes=(None, None), range=[4:4], left_bound=4, right_bound=4, level=1.
5: connectedNodes=(None, None), range=[5:5], left_bound=5, right_bound=5, level=1.
6: connectedNodes=(None, None), range=[6:6], left_bound=6, right_bound=6, level=1.
7: connectedNodes=(None, None), range=[7:7], left_bound=7, right_bound=7, level=1.
8: connectedNodes=(None, None), range=[8:8], left_bound=8, right_bound=8, level=1.
9: connectedNodes=(None, None), range=[9:9], left_bound=9, right_bound=9, level=1.
10: connectedNodes=(None, None), range=[10:10], left_bound=10, right_bound=10, level=1.
11: connectedNodes=(None, None), range=[11:11], left_bound=11, right_bound=11, level=1.
12: connectedNodes=(None, None), range=[12:12], left_bound=12, right_bound=12, level=1.
13: connectedNodes=(None, None), range=[13:13], left_bound=13, right_bound=13, level=1.
14: connectedNodes=(None, None), range=[14:14], left_bound=14, right_bound=14, level=1.
15: connectedNodes=(None, None), range=[15:15], left_bound=15, right_bound=15, level=1.
16: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
17: connectedNodes=(2, 3), range=[2:3], left_bound=2, right_bound=3, level=2.
18: connectedNodes=(3, 4), range=[3:4], left_bound=3, right_bound=4, level=2.
19: connectedNodes=(4, 5), range=[4:5], left_bound=4, right_bound=5, level=2.
20: connectedNodes=(6, 7), range=[6:7], left_bound=6, right_bound=7, level=2.
21: connectedNodes=(7, 8), range=[7:8], left_bound=7, right_bound=8, level=2.
22: connectedNodes=(8, 9), range=[8:9], left_bound=8, right_bound=9, level=2.
23: connectedNodes=(9, 10), range=[9:10], left_bound=9, right_bound=10, level=2.
24: connectedNodes=(10, 11), range=[10:11], left_bound=10, right_bound=11, level=2.
25: connectedNodes=(11, 12), range=[11:12], left_bound=11, right_bound=12, level=2.
26: connectedNodes=(12, 13), range=[12:13], left_bound=12, right_bound=13, level=2.
27: connectedNodes=(16, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
28: connectedNodes=(16, 17), range=[0:3], left_bound=0, right_bound=3, level=3.
29: connectedNodes=(27, 18), range=[0:4], left_bound=0, right_bound=4, level=4.
30: connectedNodes=(28, 19), range=[0:5], left_bound=0, right_bound=5, level=4.
31: connectedNodes=(30, 6), range=[0:6], left_bound=0, right_bound=6, level=5.
32: connectedNodes=(30, 20), range=[0:7], left_bound=0, right_bound=7, level=5.
33: connectedNodes=(32, 8), range=[0:8], left_bound=0, right_bound=8, level=6.
34: connectedNodes=(32, 22), range=[0:9], left_bound=0, right_bound=9, level=6.
35: connectedNodes=(18, 5), range=[3:5], left_bound=3, right_bound=5, level=3.
36: connectedNodes=(19, 20), range=[4:7], left_bound=4, right_bound=7, level=3.
37: connectedNodes=(20, 8), range=[6:8], left_bound=6, right_bound=8, level=3.
38: connectedNodes=(20, 22), range=[6:9], left_bound=6, right_bound=9, level=3.
39: connectedNodes=(21, 23), range=[7:10], left_bound=7, right_bound=10, level=3.
40: connectedNodes=(22, 24), range=[8:11], left_bound=8, right_bound=11, level=3.
41: connectedNodes=(23, 25), range=[9:12], left_bound=9, right_bound=12, level=3.
42: connectedNodes=(24, 26), range=[10:13], left_bound=10, right_bound=13, level=3.
43: connectedNodes=(26, 14), range=[12:14], left_bound=12, right_bound=14, level=3.
44: connectedNodes=(43, 15), range=[12:15], left_bound=12, right_bound=15, level=3.
45: connectedNodes=(31, 39), range=[0:10], left_bound=0, right_bound=10, level=6.
46: connectedNodes=(32, 40), range=[0:11], left_bound=0, right_bound=11, level=6.
47: connectedNodes=(35, 37), range=[3:8], left_bound=3, right_bound=8, level=4.
48: connectedNodes=(17, 19), range=[2:5], left_bound=2, right_bound=5, level=3.
49: connectedNodes=(48, 38), range=[2:9], left_bound=2, right_bound=9, level=4.
50: connectedNodes=(36, 40), range=[4:11], left_bound=4, right_bound=11, level=4.
51: connectedNodes=(47, 41), range=[3:12], left_bound=3, right_bound=12, level=5.
52: connectedNodes=(27, 51), range=[0:12], left_bound=0, right_bound=12, level=6.
53: connectedNodes=(49, 42), range=[2:13], left_bound=2, right_bound=13, level=5.
54: connectedNodes=(16, 53), range=[0:13], left_bound=0, right_bound=13, level=6.
55: connectedNodes=(50, 44), range=[4:15], left_bound=4, right_bound=15, level=5.
56: connectedNodes=(28, 55), range=[0:15], left_bound=0, right_bound=15, level=6.
57: connectedNodes=(40, 43), range=[8:14], left_bound=8, right_bound=14, level=4.
58: connectedNodes=(32, 57), range=[0:14], left_bound=0, right_bound=14, level=6.
area:
59
