# Use 37 iterations and 124.1253s to generate a full prefix circuitThe following are some prefix circuits under level bound 6 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
1: connectedNodes=(None, None), range=[1:1], left_bound=1, right_bound=1, level=1.
2: connectedNodes=(None, None), range=[2:2], left_bound=2, right_bound=2, level=1.
3: connectedNodes=(None, None), range=[3:3], left_bound=3, right_bound=3, level=1.
4: connectedNodes=(None, None), range=[4:4], left_bound=4, right_bound=4, level=1.
5: connectedNodes=(None, None), range=[5:5], left_bound=5, right_bound=5, level=1.
6: connectedNodes=(None, None), range=[6:6], left_bound=6, right_bound=6, level=1.
7: connectedNodes=(None, None), range=[7:7], left_bound=7, right_bound=7, level=1.
8: connectedNodes=(None, None), range=[8:8], left_bound=8, right_bound=8, level=1.
9: connectedNodes=(None, None), range=[9:9], left_bound=9, right_bound=9, level=1.
10: connectedNodes=(None, None), range=[10:10], left_bound=10, right_bound=10, level=1.
11: connectedNodes=(None, None), range=[11:11], left_bound=11, right_bound=11, level=1.
12: connectedNodes=(None, None), range=[12:12], left_bound=12, right_bound=12, level=1.
13: connectedNodes=(None, None), range=[13:13], left_bound=13, right_bound=13, level=1.
14: connectedNodes=(None, None), range=[14:14], left_bound=14, right_bound=14, level=1.
15: connectedNodes=(None, None), range=[15:15], left_bound=15, right_bound=15, level=1.
16: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
17: connectedNodes=(16, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
18: connectedNodes=(17, 3), range=[0:3], left_bound=0, right_bound=3, level=4.
19: connectedNodes=(18, 4), range=[0:4], left_bound=0, right_bound=4, level=5.
20: connectedNodes=(19, 5), range=[0:5], left_bound=0, right_bound=5, level=6.
21: connectedNodes=(2, 3), range=[2:3], left_bound=2, right_bound=3, level=2.
22: connectedNodes=(4, 5), range=[4:5], left_bound=4, right_bound=5, level=2.
23: connectedNodes=(1, 25), range=[1:5], left_bound=1, right_bound=5, level=4.
24: connectedNodes=(23, 6), range=[1:6], left_bound=1, right_bound=6, level=5.
25: connectedNodes=(21, 22), range=[2:5], left_bound=2, right_bound=5, level=3.
26: connectedNodes=(6, 7), range=[6:7], left_bound=6, right_bound=7, level=2.
27: connectedNodes=(8, 9), range=[8:9], left_bound=8, right_bound=9, level=2.
28: connectedNodes=(10, 11), range=[10:11], left_bound=10, right_bound=11, level=2.
29: connectedNodes=(13, 14), range=[13:14], left_bound=13, right_bound=14, level=2.
30: connectedNodes=(0, 24), range=[0:6], left_bound=0, right_bound=6, level=6.
31: connectedNodes=(25, 26), range=[2:7], left_bound=2, right_bound=7, level=4.
32: connectedNodes=(26, 27), range=[6:9], left_bound=6, right_bound=9, level=3.
33: connectedNodes=(27, 10), range=[8:10], left_bound=8, right_bound=10, level=3.
34: connectedNodes=(16, 31), range=[0:7], left_bound=0, right_bound=7, level=5.
35: connectedNodes=(34, 27), range=[0:9], left_bound=0, right_bound=9, level=6.
36: connectedNodes=(34, 33), range=[0:10], left_bound=0, right_bound=10, level=6.
37: connectedNodes=(25, 32), range=[2:9], left_bound=2, right_bound=9, level=4.
38: connectedNodes=(34, 8), range=[0:8], left_bound=0, right_bound=8, level=6.
39: connectedNodes=(34, 40), range=[0:11], left_bound=0, right_bound=11, level=6.
40: connectedNodes=(27, 28), range=[8:11], left_bound=8, right_bound=11, level=3.
41: connectedNodes=(28, 12), range=[10:12], left_bound=10, right_bound=12, level=3.
42: connectedNodes=(34, 44), range=[0:12], left_bound=0, right_bound=12, level=6.
43: connectedNodes=(29, 15), range=[13:15], left_bound=13, right_bound=15, level=3.
44: connectedNodes=(40, 12), range=[8:12], left_bound=8, right_bound=12, level=4.
45: connectedNodes=(41, 13), range=[10:13], left_bound=10, right_bound=13, level=4.
46: connectedNodes=(37, 45), range=[2:13], left_bound=2, right_bound=13, level=5.
47: connectedNodes=(16, 46), range=[0:13], left_bound=0, right_bound=13, level=6.
48: connectedNodes=(44, 43), range=[8:15], left_bound=8, right_bound=15, level=5.
49: connectedNodes=(34, 48), range=[0:15], left_bound=0, right_bound=15, level=6.
50: connectedNodes=(44, 29), range=[8:14], left_bound=8, right_bound=14, level=5.
51: connectedNodes=(34, 50), range=[0:14], left_bound=0, right_bound=14, level=6.
area:
52
