# Use 14 iterations and 70.5041s to generate a full prefix circuitThe following are some prefix circuits under level bound 9 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
1: connectedNodes=(None, None), range=[1:1], left_bound=1, right_bound=1, level=1.
2: connectedNodes=(None, None), range=[2:2], left_bound=2, right_bound=2, level=1.
3: connectedNodes=(None, None), range=[3:3], left_bound=3, right_bound=3, level=1.
4: connectedNodes=(None, None), range=[4:4], left_bound=4, right_bound=4, level=1.
5: connectedNodes=(None, None), range=[5:5], left_bound=5, right_bound=5, level=1.
6: connectedNodes=(None, None), range=[6:6], left_bound=6, right_bound=6, level=1.
7: connectedNodes=(None, None), range=[7:7], left_bound=7, right_bound=7, level=1.
8: connectedNodes=(None, None), range=[8:8], left_bound=8, right_bound=8, level=1.
9: connectedNodes=(None, None), range=[9:9], left_bound=9, right_bound=9, level=1.
10: connectedNodes=(None, None), range=[10:10], left_bound=10, right_bound=10, level=1.
11: connectedNodes=(None, None), range=[11:11], left_bound=11, right_bound=11, level=1.
12: connectedNodes=(None, None), range=[12:12], left_bound=12, right_bound=12, level=1.
13: connectedNodes=(None, None), range=[13:13], left_bound=13, right_bound=13, level=1.
14: connectedNodes=(None, None), range=[14:14], left_bound=14, right_bound=14, level=1.
15: connectedNodes=(None, None), range=[15:15], left_bound=15, right_bound=15, level=1.
16: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
17: connectedNodes=(2, 3), range=[2:3], left_bound=2, right_bound=3, level=2.
18: connectedNodes=(4, 5), range=[4:5], left_bound=4, right_bound=5, level=2.
19: connectedNodes=(7, 8), range=[7:8], left_bound=7, right_bound=8, level=2.
20: connectedNodes=(10, 11), range=[10:11], left_bound=10, right_bound=11, level=2.
21: connectedNodes=(14, 15), range=[14:15], left_bound=14, right_bound=15, level=2.
22: connectedNodes=(16, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
23: connectedNodes=(16, 17), range=[0:3], left_bound=0, right_bound=3, level=3.
24: connectedNodes=(23, 4), range=[0:4], left_bound=0, right_bound=4, level=4.
25: connectedNodes=(23, 18), range=[0:5], left_bound=0, right_bound=5, level=4.
26: connectedNodes=(16, 34), range=[0:6], left_bound=0, right_bound=6, level=5.
27: connectedNodes=(26, 7), range=[0:7], left_bound=0, right_bound=7, level=6.
28: connectedNodes=(27, 8), range=[0:8], left_bound=0, right_bound=8, level=7.
29: connectedNodes=(28, 9), range=[0:9], left_bound=0, right_bound=9, level=8.
30: connectedNodes=(29, 10), range=[0:10], left_bound=0, right_bound=10, level=9.
31: connectedNodes=(29, 20), range=[0:11], left_bound=0, right_bound=11, level=9.
32: connectedNodes=(18, 6), range=[4:6], left_bound=4, right_bound=6, level=3.
33: connectedNodes=(19, 9), range=[7:9], left_bound=7, right_bound=9, level=3.
34: connectedNodes=(17, 32), range=[2:6], left_bound=2, right_bound=6, level=4.
35: connectedNodes=(20, 12), range=[10:12], left_bound=10, right_bound=12, level=3.
36: connectedNodes=(29, 35), range=[0:12], left_bound=0, right_bound=12, level=9.
37: connectedNodes=(34, 33), range=[2:9], left_bound=2, right_bound=9, level=5.
38: connectedNodes=(37, 35), range=[2:12], left_bound=2, right_bound=12, level=6.
39: connectedNodes=(38, 13), range=[2:13], left_bound=2, right_bound=13, level=7.
40: connectedNodes=(16, 39), range=[0:13], left_bound=0, right_bound=13, level=8.
41: connectedNodes=(40, 14), range=[0:14], left_bound=0, right_bound=14, level=8.
42: connectedNodes=(40, 21), range=[0:15], left_bound=0, right_bound=15, level=9.
area:
43
