# Use 21 iterations and 76.1409s to generate a full prefix circuitThe following are some prefix circuits under level bound 7 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
1: connectedNodes=(None, None), range=[1:1], left_bound=1, right_bound=1, level=1.
2: connectedNodes=(None, None), range=[2:2], left_bound=2, right_bound=2, level=1.
3: connectedNodes=(None, None), range=[3:3], left_bound=3, right_bound=3, level=1.
4: connectedNodes=(None, None), range=[4:4], left_bound=4, right_bound=4, level=1.
5: connectedNodes=(None, None), range=[5:5], left_bound=5, right_bound=5, level=1.
6: connectedNodes=(None, None), range=[6:6], left_bound=6, right_bound=6, level=1.
7: connectedNodes=(None, None), range=[7:7], left_bound=7, right_bound=7, level=1.
8: connectedNodes=(None, None), range=[8:8], left_bound=8, right_bound=8, level=1.
9: connectedNodes=(None, None), range=[9:9], left_bound=9, right_bound=9, level=1.
10: connectedNodes=(None, None), range=[10:10], left_bound=10, right_bound=10, level=1.
11: connectedNodes=(None, None), range=[11:11], left_bound=11, right_bound=11, level=1.
12: connectedNodes=(None, None), range=[12:12], left_bound=12, right_bound=12, level=1.
13: connectedNodes=(None, None), range=[13:13], left_bound=13, right_bound=13, level=1.
14: connectedNodes=(None, None), range=[14:14], left_bound=14, right_bound=14, level=1.
15: connectedNodes=(None, None), range=[15:15], left_bound=15, right_bound=15, level=1.
16: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
17: connectedNodes=(1, 2), range=[1:2], left_bound=1, right_bound=2, level=2.
18: connectedNodes=(3, 4), range=[3:4], left_bound=3, right_bound=4, level=2.
19: connectedNodes=(5, 6), range=[5:6], left_bound=5, right_bound=6, level=2.
20: connectedNodes=(7, 8), range=[7:8], left_bound=7, right_bound=8, level=2.
21: connectedNodes=(9, 10), range=[9:10], left_bound=9, right_bound=10, level=2.
22: connectedNodes=(11, 12), range=[11:12], left_bound=11, right_bound=12, level=2.
23: connectedNodes=(13, 14), range=[13:14], left_bound=13, right_bound=14, level=2.
24: connectedNodes=(16, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
25: connectedNodes=(24, 3), range=[0:3], left_bound=0, right_bound=3, level=4.
26: connectedNodes=(24, 18), range=[0:4], left_bound=0, right_bound=4, level=4.
27: connectedNodes=(26, 19), range=[0:6], left_bound=0, right_bound=6, level=5.
28: connectedNodes=(27, 7), range=[0:7], left_bound=0, right_bound=7, level=6.
29: connectedNodes=(28, 8), range=[0:8], left_bound=0, right_bound=8, level=7.
30: connectedNodes=(26, 5), range=[0:5], left_bound=0, right_bound=5, level=5.
31: connectedNodes=(19, 20), range=[5:8], left_bound=5, right_bound=8, level=3.
32: connectedNodes=(20, 21), range=[7:10], left_bound=7, right_bound=10, level=3.
33: connectedNodes=(21, 22), range=[9:12], left_bound=9, right_bound=12, level=3.
34: connectedNodes=(22, 23), range=[11:14], left_bound=11, right_bound=14, level=3.
35: connectedNodes=(27, 32), range=[0:10], left_bound=0, right_bound=10, level=6.
36: connectedNodes=(35, 11), range=[0:11], left_bound=0, right_bound=11, level=7.
37: connectedNodes=(35, 22), range=[0:12], left_bound=0, right_bound=12, level=7.
38: connectedNodes=(35, 34), range=[0:14], left_bound=0, right_bound=14, level=7.
39: connectedNodes=(18, 31), range=[3:8], left_bound=3, right_bound=8, level=4.
40: connectedNodes=(17, 39), range=[1:8], left_bound=1, right_bound=8, level=5.
41: connectedNodes=(40, 9), range=[1:9], left_bound=1, right_bound=9, level=6.
42: connectedNodes=(0, 41), range=[0:9], left_bound=0, right_bound=9, level=7.
43: connectedNodes=(39, 33), range=[3:12], left_bound=3, right_bound=12, level=5.
44: connectedNodes=(34, 15), range=[11:15], left_bound=11, right_bound=15, level=4.
45: connectedNodes=(35, 44), range=[0:15], left_bound=0, right_bound=15, level=7.
46: connectedNodes=(43, 13), range=[3:13], left_bound=3, right_bound=13, level=6.
47: connectedNodes=(24, 46), range=[0:13], left_bound=0, right_bound=13, level=7.
area:
48
